CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Male,Gender_Female
595,0.17567567567567569,4,0.0,2,1,0,0.950012126158048,1,1,0,0,1,0
595,0.35135135135135137,4,0.38483162625909195,2,1,0,0.7197720382296509,1,0,1,0,0,1
595,0.16216216216216217,5,0.40129257261384493,1,1,1,0.8918324700008851,1,0,0,1,0,1
595,0.33783783783783783,5,0.0,2,0,0,0.5257413082949421,1,0,0,1,0,1
595,0.3783783783783784,5,0.5674041599918118,2,1,0,0.24207221789680913,1,0,1,0,1,0
595,0.14864864864864866,6,0.6005856401696802,1,1,0,0.43883930915402414,1,1,0,0,1,0
595,0.24324324324324326,6,0.34184564737021317,1,1,1,0.1239677889238422,1,0,0,1,1,0
595,0.28378378378378377,7,0.4821165836694892,1,0,0,0.11647827367513594,1,1,0,0,0,1
595,0.0945945945945946,7,0.42475548538452407,2,0,1,0.8851555823581152,1,0,1,0,0,1
595,0.472972972972973,7,0.0,2,1,0,0.20682025133400236,1,1,0,0,0,1
595,0.06756756756756757,7,0.0,2,1,1,0.8404522131863593,1,0,0,1,1,0
595,0.22972972972972974,8,0.0,1,1,0,0.5000688065710275,1,0,0,1,1,0
595,0.1891891891891892,8,0.5224498121926716,2,1,1,0.3471191998835888,1,0,1,0,1,0
595,0.3648648648648649,9,0.42248276979709176,1,0,0,0.9572783200795675,1,0,1,0,0,1
595,0.2702702702702703,9,0.5437363433097478,1,1,1,0.7588036157453036,1,1,0,0,0,1
595,0.4594594594594595,9,0.0,1,1,1,0.531696176984902,1,1,0,0,1,0
595,0.31081081081081086,9,0.5996981085029384,2,0,1,0.40772293754053507,1,0,1,0,0,1
595,0.31081081081081086,9,0.0,2,1,0,0.029780394027629636,1,1,0,0,1,0
595,0.16216216216216217,9,0.5208573329513988,2,1,1,0.28928412663409353,1,0,1,0,1,0
595,0.3783783783783784,10,0.0,1,1,0,0.36742293889066396,1,1,0,0,1,0
595,0.06756756756756757,10,0.40305870801965854,2,0,0,0.1851737840963812,1,0,0,1,0,1
596,0.2702702702702703,0,0.31138650756568137,1,1,1,0.7674299395592279,1,0,0,1,0,1
596,0.16216216216216217,1,0.0,2,1,0,0.04057292471431021,1,0,0,1,0,1
596,0.2702702702702703,2,0.5234255470019721,1,0,0,0.005642738881563189,1,0,1,0,1,0
596,0.2567567567567568,2,0.0,1,0,1,0.6058792614694702,1,1,0,0,1,0
596,0.12162162162162163,2,0.6019478267052571,1,1,0,0.8516263303145449,1,0,1,0,0,1
596,0.24324324324324326,2,0.0,2,0,1,0.6277918041172931,1,0,0,1,1,0
596,0.14864864864864866,2,0.0,2,1,1,0.00789880433581407,1,0,0,1,1,0
596,0.24324324324324326,2,0.0,2,1,1,0.060284807199087506,1,1,0,0,1,0
596,0.1891891891891892,4,0.0,2,0,1,0.7325338069785665,1,0,0,1,1,0
596,0.21621621621621623,4,0.3963410403004663,2,0,1,0.023955737772957317,1,0,1,0,1,0
596,0.04054054054054054,4,0.8387193381982303,2,0,1,0.986525163153081,1,1,0,0,1,0
596,0.3918918918918919,5,0.5587412004611116,2,1,1,0.8715818360653441,1,0,1,0,1,0
596,0.2702702702702703,5,0.24866283358314925,3,1,0,0.7431302189359084,1,0,1,0,1,0
596,0.3918918918918919,6,0.0,1,1,0,0.37415608190582195,1,1,0,0,1,0
596,0.14864864864864866,6,0.0,2,1,0,0.5834816724997237,1,0,0,1,0,1
596,0.5270270270270271,6,0.0,2,1,1,0.36198666972695887,1,0,0,1,1,0
596,0.6621621621621622,6,0.0,2,1,1,0.6917618632579411,1,0,0,1,1,0
596,0.5675675675675675,7,0.4858864011280437,1,0,1,0.151526770806612,1,0,0,1,1,0
596,0.32432432432432434,7,0.0,2,1,1,0.6078419989108959,1,1,0,0,1,0
596,0.28378378378378377,9,0.0,1,1,0,0.244783426817261,1,1,0,0,1,0
597,0.5675675675675675,0,0.5252255208479267,1,0,0,0.05346485589373785,1,1,0,0,0,1
597,0.5675675675675675,0,0.31303482621171014,1,0,1,0.24247965680722505,1,0,1,0,0,1
597,0.13513513513513514,0,0.5687805355552927,1,1,0,0.6361698042163025,1,1,0,0,0,1
597,0.22972972972972974,0,0.5082182570620606,1,1,1,0.7767979842074918,1,0,0,1,1,0
597,0.08108108108108109,0,0.4306851040595806,2,1,1,0.9391623400034702,1,0,0,1,1,0
597,0.08108108108108109,1,0.41139998315650794,1,1,0,0.3020712978089407,1,1,0,0,0,1
597,0.14864864864864866,1,0.5266853565923918,1,1,0,0.7904492379022195,1,1,0,0,0,1
597,0.2702702702702703,1,0.0,2,1,0,0.2064782686746584,1,0,0,1,1,0
597,0.33783783783783783,2,0.33942968637186516,1,0,1,0.02546493190099654,1,0,0,1,1,0
597,0.6621621621621622,2,0.0,2,0,1,0.5432232278182566,1,1,0,0,1,0
597,0.20270270270270271,2,0.0,2,1,1,0.02344763924954833,1,0,0,1,0,1
597,0.013513513513513514,2,0.0,2,1,1,0.4551692686651575,1,1,0,0,1,0
597,0.13513513513513514,2,0.0,3,1,1,0.3935195311152215,1,1,0,0,1,0
597,0.6486486486486487,3,0.0,1,1,1,0.35263842696977554,1,0,0,1,0,1
597,0.472972972972973,4,0.3522593974310447,1,1,0,0.34689877883337855,1,1,0,0,0,1
597,0.32432432432432434,4,0.25803353066577756,1,1,1,0.5341987159773758,1,1,0,0,0,1
597,0.2702702702702703,4,0.6105994270422705,1,1,1,0.46043787181675844,1,1,0,0,1,0
597,0.3783783783783784,4,0.0,2,1,0,0.2933059107144732,1,0,0,1,0,1
597,0.2702702702702703,5,0.0,2,0,1,0.47578318729438657,1,0,0,1,1,0
597,0.14864864864864866,5,0.0,2,1,1,0.8741534316527229,1,1,0,0,0,1
597,0.5810810810810811,5,0.0,2,1,1,0.4064767685313947,1,1,0,0,1,0
597,0.20270270270270271,6,0.5408713553777951,2,0,0,0.3742320391597397,1,1,0,0,0,1
597,0.2702702702702703,6,0.46115404864182113,2,1,1,0.12524931130923,1,0,0,1,1,0
597,0.7297297297297298,6,0.49812332170404333,2,1,1,0.03566780627549931,1,0,1,0,0,1
597,0.3648648648648649,7,0.0,2,0,0,0.8388044558255314,1,1,0,0,1,0
597,0.10810810810810811,7,0.0,2,1,0,0.5512607454011857,1,0,0,1,0,1
597,0.2702702702702703,7,0.47480417248293927,2,1,0,0.279018346252067,1,0,1,0,0,1
597,0.2972972972972973,8,0.4065121420414161,1,0,1,0.4738579534345529,1,0,0,1,0,1
597,0.22972972972972974,8,0.522527054709743,1,1,1,0.9642975404151096,1,0,1,0,0,1
597,0.35135135135135137,8,0.3113938810773729,2,0,1,0.5457594200246123,1,1,0,0,1,0
597,0.4594594594594595,8,0.3335750383751427,2,1,1,0.8054366692019087,1,0,1,0,1,0
597,0.28378378378378377,8,0.6478014240762058,3,1,0,0.1802166106863205,1,0,1,0,0,1
597,0.2972972972972973,9,0.425495506960615,2,1,0,0.7558539840554773,1,0,1,0,0,1
597,0.24324324324324326,9,0.0,2,1,1,0.035725961829354703,1,1,0,0,0,1
597,0.2702702702702703,9,0.0,3,0,1,0.36588399192122845,1,0,0,1,1,0
598,0.21621621621621623,0,0.41645661790410604,1,0,1,0.21621109815987422,1,0,0,1,1,0
598,0.6216216216216217,1,0.251017973074247,1,1,1,0.7613826620442252,1,0,0,1,0,1
598,0.2702702702702703,1,0.40449562609264983,1,1,1,0.3797738684044326,1,0,1,0,1,0
598,0.28378378378378377,1,0.0,2,1,0,0.7956696864550564,1,0,0,1,1,0
598,0.6216216216216217,1,0.0,2,1,0,0.9782120192478381,1,1,0,0,1,0
598,0.2972972972972973,2,0.6822620690336862,1,1,0,0.6899108864896597,1,1,0,0,0,1
598,0.3918918918918919,2,0.0,2,1,1,0.9306136736058294,1,1,0,0,1,0
598,0.31081081081081086,3,0.3648370938176532,1,1,0,0.9573774295445214,1,0,1,0,1,0
598,0.2702702702702703,3,0.5992407913507831,1,1,1,0.8689452842746482,1,0,1,0,1,0
598,0.5675675675675675,4,0.0,1,1,0,0.9886722181968378,1,1,0,0,1,0
598,0.5135135135135136,4,0.39205292475522635,1,1,1,0.22121987649820557,1,0,0,1,0,1
598,0.1891891891891892,4,0.4430345404383111,1,1,1,0.8369033242674676,1,1,0,0,0,1
598,0.21621621621621623,4,0.0,2,0,0,0.30444247425629145,1,1,0,0,0,1
598,0.28378378378378377,5,0.0,2,1,1,0.4154990801621555,1,0,0,1,0,1
598,0.43243243243243246,5,0.35225381747625106,3,0,1,0.3207589324780516,1,0,1,0,0,1
598,0.33783783783783783,5,0.0,3,1,1,0.5036037941623425,1,1,0,0,0,1
598,0.40540540540540543,6,0.4810021869835678,1,1,0,0.1531343243279733,1,1,0,0,1,0
598,0.2702702702702703,6,0.0,2,0,0,0.8689419839594681,1,0,0,1,0,1
598,0.3783783783783784,7,0.5251894902826881,1,0,0,0.9249315809659823,1,0,1,0,0,1
598,0.22972972972972974,8,0.4552151034708954,1,1,1,0.3715918370204354,1,1,0,0,1,0
598,0.2702702702702703,8,0.5181058173858558,2,0,1,0.2301694811854532,1,1,0,0,1,0
598,0.35135135135135137,8,0.0,2,1,0,0.7424525042141524,1,0,0,1,1,0
598,0.12162162162162163,8,0.3615871288617622,2,1,0,0.5464751883804903,1,0,0,1,1,0
598,0.2702702702702703,8,0.0,2,1,1,0.8097915850963766,1,0,0,1,1,0
598,0.02702702702702703,8,0.7185939119743798,2,1,1,0.14771970723204064,1,0,1,0,1,0
598,0.22972972972972974,8,0.0,3,0,1,0.44327808305693184,1,0,0,1,0,1
598,0.6216216216216217,9,0.0,1,0,1,0.06585523917534124,1,1,0,0,0,1
598,0.2972972972972973,9,0.0,1,1,0,0.34228773847902466,1,1,0,0,0,1
598,0.12162162162162163,10,0.6826831961933231,1,1,1,0.4206628733044005,1,0,1,0,0,1
598,0.472972972972973,10,0.6686896659914789,1,1,1,0.6844417641884799,1,0,1,0,1,0
599,0.44594594594594594,0,0.0,1,1,1,0.8762057276469902,1,0,0,1,1,0
599,0.31081081081081086,1,0.0,2,1,0,0.4803370721903942,1,1,0,0,0,1
599,0.21621621621621623,2,0.4045732671779208,1,0,0,0.9901878629409108,1,0,0,1,1,0
599,0.31081081081081086,2,0.3640071951125655,1,1,0,0.5786212583301704,1,1,0,0,0,1
599,0.28378378378378377,2,0.7532017880247714,2,0,1,0.8807366603510635,1,0,1,0,1,0
599,0.41891891891891897,2,0.0,2,1,0,0.5559478430190082,1,0,0,1,0,1
599,0.20270270270270271,2,0.20705598037832812,2,1,0,0.4252123077753925,1,0,1,0,1,0
599,0.43243243243243246,3,0.4829038355772258,1,0,0,0.02011097059769208,1,1,0,0,1,0
599,0.0945945945945946,3,0.0,2,1,1,0.6039498772132739,1,0,0,1,1,0
599,0.24324324324324326,3,0.5139943871234732,2,1,1,0.20155299831133872,1,0,1,0,1,0
599,0.33783783783783783,4,0.0,1,1,0,0.8517589429790545,1,1,0,0,0,1
599,0.28378378378378377,4,0.0,1,1,0,0.9714008687829688,1,0,0,1,0,1
599,0.20270270270270271,4,0.20602344960059282,1,1,0,0.5581091994285453,1,0,0,1,1,0
599,0.24324324324324326,4,0.0,2,0,0,0.06600120311489746,1,0,0,1,1,0
599,0.12162162162162163,5,0.0,2,1,0,0.15268868176910894,1,1,0,0,1,0
599,0.22972972972972974,6,0.546447563630317,1,0,0,0.3843328537875367,1,0,0,1,1,0
599,0.0945945945945946,6,0.4798099897850957,1,1,1,0.12446943683121736,1,1,0,0,1,0
599,0.13513513513513514,7,0.4771109257946125,1,0,0,0.15590908931802983,1,1,0,0,1,0
599,0.21621621621621623,8,0.0,2,1,1,0.8710086813290668,1,1,0,0,1,0
599,0.2702702702702703,9,0.3551706192741444,1,0,0,0.7862151835500291,1,0,1,0,1,0
599,0.16216216216216217,9,0.4202649769075564,1,1,1,0.6056225869570543,1,1,0,0,1,0
599,0.3648648648648649,10,0.41284909741640524,1,1,0,0.6606436414677602,1,0,1,0,1,0
599,0.35135135135135137,10,0.47261117053541546,1,1,1,0.15719971257255066,1,1,0,0,1,0
599,0.2972972972972973,10,0.5478570203543599,2,1,1,0.07051438412368381,1,0,1,0,1,0
599,0.41891891891891897,10,0.573492687808026,2,1,1,0.8312033799227826,1,0,1,0,0,1
600,0.21621621621621623,0,0.0,2,0,1,0.01872503824115203,1,1,0,0,1,0
600,0.1891891891891892,1,0.31301653193135115,1,1,0,0.3217208243387243,1,1,0,0,0,1
600,0.2972972972972973,1,0.5625263627953486,1,1,1,0.33899362389108156,1,1,0,0,1,0
600,0.31081081081081086,1,0.0,2,1,1,0.4559538935968384,1,1,0,0,0,1
600,0.13513513513513514,2,0.46482342691409095,1,0,1,0.29949715197801385,1,0,1,0,1,0
600,0.16216216216216217,2,0.4773053473623494,1,1,1,0.10921708023116206,1,0,1,0,1,0
600,0.2567567567567568,4,0.0,3,1,0,0.03650683640287647,1,1,0,0,0,1
600,0.33783783783783783,5,0.5341693115320248,1,1,0,0.9738592535587147,1,1,0,0,0,1
600,0.41891891891891897,6,0.0,1,0,1,0.7404522131863593,1,1,0,0,0,1
600,0.10810810810810811,6,0.4340771187217886,1,1,0,0.4127165644319032,1,1,0,0,0,1
600,0.43243243243243246,6,0.3773813901891402,1,1,1,0.2524107552271242,1,0,0,1,0,1
600,0.13513513513513514,6,0.0,2,0,1,0.26093316911765074,1,1,0,0,0,1
600,0.12162162162162163,6,0.0,2,1,1,0.8601803472231598,1,0,0,1,0,1
600,0.2702702702702703,6,0.29665470948782435,2,1,1,0.4802434632507404,1,0,1,0,0,1
600,0.1891891891891892,7,0.3940960650597221,1,1,0,0.6648716452421206,1,1,0,0,0,1
600,0.41891891891891897,7,0.3595838453772207,1,1,0,0.4567245171913917,1,1,0,0,1,0
600,0.472972972972973,7,0.4235250654957159,1,1,0,0.46813510690270915,1,0,1,0,1,0
600,0.28378378378378377,7,0.35264262075490493,2,1,0,0.29313194410066157,1,0,1,0,0,1
600,0.5405405405405406,8,0.4731925619680884,1,0,0,0.03099260979423535,1,0,1,0,0,1
600,0.33783783783783783,8,0.5316079129976637,1,1,0,0.886920100869633,1,0,1,0,1,0
600,0.2567567567567568,8,0.7080857012502567,1,1,1,0.38569053344594406,1,0,0,1,1,0
600,0.14864864864864866,8,0.0,2,0,1,0.17369583795252444,1,1,0,0,1,0
600,0.17567567567567569,8,0.0,2,1,1,0.6077776927696594,1,1,0,0,1,0
600,0.5270270270270271,9,0.5518417059292879,2,1,1,0.5177327934817775,1,0,1,0,1,0
600,0.2702702702702703,9,0.0,2,1,1,0.2942494508225535,1,1,0,0,0,1
600,0.3783783783783784,10,0.3806414389204797,1,0,0,0.0991624700158865,1,1,0,0,1,0
601,0.2702702702702703,0,0.0,2,1,0,0.8260042334042901,1,1,0,0,0,1
601,0.31081081081081086,1,0.4941096203641886,1,0,1,0.864099571509079,1,1,0,0,1,0
601,0.32432432432432434,1,0.3925726178306101,1,1,0,0.20003500334281923,1,0,1,0,1,0
601,0.3918918918918919,1,0.5691634400245933,1,1,1,0.2877346786618121,1,0,1,0,0,1
601,0.31081081081081086,1,0.0,2,0,1,0.803054091665754,1,1,0,0,0,1
601,0.35135135135135137,1,0.4005059584152275,2,1,1,0.31336467632658915,1,1,0,0,1,0
601,0.43243243243243246,2,0.46084475971897604,1,1,0,0.9293068988088362,1,1,0,0,1,0
601,0.3783783783783784,2,0.3977155425934092,1,1,1,0.16337710251329,1,1,0,0,1,0
601,0.7567567567567568,2,0.0,2,0,1,0.25773961413314966,1,1,0,0,1,0
601,0.22972972972972974,2,0.0,2,1,1,0.5949148143647718,1,1,0,0,1,0
601,0.3783783783783784,3,0.3914049724332298,1,0,0,0.6888275330294042,1,1,0,0,0,1
601,0.2972972972972973,3,0.36690339093454244,1,0,1,0.8232808233186268,1,1,0,0,0,1
601,0.31081081081081086,3,0.0,2,1,0,0.27168219564968454,1,0,0,1,0,1
601,0.35135135135135137,3,0.0,2,1,0,0.15299226076090264,1,1,0,0,1,0
601,0.33783783783783783,3,0.5654053404711052,2,1,1,0.556243321237178,1,0,1,0,1,0
601,0.2702702702702703,4,0.3856700941804699,1,1,1,0.9962504919219785,1,0,0,1,0,1
601,0.2702702702702703,4,0.3836337693921863,2,1,0,0.5213109851990865,1,0,1,0,0,1
601,0.2567567567567568,5,0.0,1,0,0,0.1034949837709501,1,1,0,0,0,1
601,0.21621621621621623,5,0.0,2,1,0,0.13506784897957752,1,1,0,0,0,1
601,0.13513513513513514,6,0.0,2,1,0,0.07327549781004085,1,0,0,1,1,0
601,0.08108108108108109,7,0.0,2,0,0,0.723313276417898,1,0,0,1,1,0
601,0.10810810810810811,7,0.4205480001860517,2,1,0,0.2503189554602464,1,0,1,0,0,1
601,0.22972972972972974,8,0.2851908119348378,1,1,0,0.8869490536346222,1,0,1,0,1,0
601,0.1891891891891892,8,0.3707198010156236,1,1,0,0.4347707206038176,1,1,0,0,1,0
601,0.40540540540540543,8,0.4814014327490497,1,1,0,0.31967602906077525,1,0,1,0,0,1
601,0.10810810810810811,8,0.3144393406900786,1,1,1,0.11847101398183525,1,1,0,0,0,1
601,0.33783783783783783,8,0.0,3,0,1,0.5545758119900449,1,1,0,0,0,1
601,0.2702702702702703,9,0.5326312368499897,1,0,1,0.5165701324476487,1,0,1,0,0,1
601,0.40540540540540543,9,0.6521801740300216,1,0,1,0.2090445137510632,1,0,1,0,1,0
601,0.14864864864864866,9,0.0,1,1,1,0.4019468359228306,1,1,0,0,1,0
601,0.02702702702702703,9,0.4880332488780605,2,1,0,0.4339430415604689,1,0,0,1,0,1
601,0.2972972972972973,10,0.39309637630162914,2,0,0,0.3898677823732166,1,1,0,0,1,0
602,0.41891891891891897,0,0.7644886017267012,1,0,0,0.48818972211846223,1,1,0,0,1,0
602,0.32432432432432434,1,0.553659734914682,1,1,1,0.6974824595748894,1,0,0,1,0,1
602,0.2567567567567568,3,0.4288310445089479,2,0,1,0.7656288675568517,1,0,0,1,1,0
602,0.7297297297297298,3,0.0,2,1,1,0.856327179245618,1,1,0,0,0,1
602,0.14864864864864866,3,0.35398595501464364,2,1,1,0.31241178532549857,1,1,0,0,0,1
602,0.5135135135135136,3,0.4619214917100406,3,1,0,0.020824938781653646,1,1,0,0,0,1
602,0.472972972972973,5,0.3916683462994876,1,0,1,0.22515505230749533,1,0,1,0,0,1
602,0.20270270270270271,5,0.6564592819339519,1,0,1,0.903608894649439,1,1,0,0,1,0
602,0.14864864864864866,5,0.4141413750897825,1,1,0,0.8061682890716063,1,0,0,1,1,0
602,0.22972972972972974,5,0.0,2,1,0,0.15520702227062683,1,1,0,0,0,1
602,0.21621621621621623,5,0.0,2,1,1,0.3870513134004297,1,1,0,0,1,0
602,0.32432432432432434,6,0.6313912154532545,1,1,1,0.6594373762694337,1,0,1,0,0,1
602,0.28378378378378377,6,0.6142785702354292,2,1,0,0.8831007361202994,1,1,0,0,0,1
602,0.05405405405405406,7,0.5643915423987486,1,1,0,0.1518546021145019,1,0,0,1,0,1
602,0.2702702702702703,7,0.6188641372279877,1,1,1,0.8972593382668045,1,1,0,0,1,0
602,0.40540540540540543,7,0.3052836312942837,2,0,0,0.6354784881956226,1,0,1,0,0,1
602,0.06756756756756757,7,0.45340512556313206,2,0,0,0.4203702453584317,1,1,0,0,1,0
602,0.6081081081081081,7,0.0,2,1,1,0.2815850413714509,1,1,0,0,0,1
602,0.10810810810810811,8,0.4530692122845575,1,1,0,0.9893423821974998,1,0,1,0,0,1
602,0.22972972972972974,8,0.0,1,1,1,0.1124492889070906,1,1,0,0,1,0
602,0.20270270270270271,8,0.0,2,1,1,0.5646397230935554,1,1,0,0,0,1
602,0.22972972972972974,8,0.0,2,1,1,0.7642327342261186,1,1,0,0,0,1
602,0.16216216216216217,9,0.4530611612069267,2,0,0,0.5106704690297923,1,0,0,1,1,0
602,0.32432432432432434,10,0.0,2,0,0,0.8496287895494019,1,1,0,0,0,1
602,0.1891891891891892,10,0.0,2,1,1,0.5802621150319854,1,1,0,0,1,0
603,0.17567567567567569,1,0.51711732839417,1,1,0,0.5457202162806547,1,1,0,0,1,0
603,0.08108108108108109,1,0.658231914001418,2,1,0,0.10924393279558195,1,0,0,1,1,0
603,0.3783783783783784,2,0.0,2,1,0,0.8724181159300713,1,0,0,1,1,0
603,0.08108108108108109,3,0.0,1,1,1,0.9941671929669283,1,1,0,0,0,1
603,0.10810810810810811,4,0.4351024354151122,1,1,1,0.4641897801240018,1,0,1,0,1,0
603,0.17567567567567569,4,0.0,2,0,1,0.0479821822984095,1,1,0,0,1,0
603,0.3783783783783784,4,0.39418299278404234,2,1,1,0.43093495428813444,1,0,1,0,1,0
603,0.2972972972972973,4,0.4098614700494532,2,1,1,0.19410618714087194,1,1,0,0,1,0
603,0.40540540540540543,5,0.0,1,1,0,0.5023830775839092,1,1,0,0,0,1
603,0.33783783783783783,5,0.5094655363857095,1,1,1,0.09736814865819683,1,1,0,0,1,0
603,0.2702702702702703,5,0.6472369717920132,2,1,0,0.2734815174849198,1,0,0,1,0,1
603,0.5135135135135136,5,0.3618152692991804,2,1,0,0.8111379136707556,1,0,0,1,0,1
603,0.32432432432432434,6,0.0,1,1,1,0.45217463267742064,1,0,0,1,0,1
603,0.35135135135135137,6,0.43094146312552645,2,1,0,0.5424355525952728,1,0,1,0,1,0
603,0.16216216216216217,6,0.5163391239845628,2,1,1,0.09636555291030291,1,0,0,1,1,0
603,0.5270270270270271,6,0.41849999734952154,2,1,1,0.43704503780111,1,0,0,1,1,0
603,0.1891891891891892,7,0.0,1,1,0,0.9903163752138329,1,1,0,0,1,0
603,0.5,7,0.50906425792241,2,1,0,0.69735424733062,1,0,1,0,0,1
603,0.32432432432432434,8,0.365132791564894,1,0,0,0.7233876835237765,1,0,0,1,0,1
603,0.44594594594594594,8,0.7446273106343696,1,1,0,0.4686854094566031,1,1,0,0,1,0
603,0.2702702702702703,8,0.23659315222367777,1,1,1,0.957318823947687,1,1,0,0,1,0
603,0.16216216216216217,8,0.0,2,1,1,0.2376470952976009,1,1,0,0,1,0
603,0.17567567567567569,8,0.0,2,1,1,0.8495983366411491,1,1,0,0,1,0
603,0.28378378378378377,9,0.30597953137068523,1,0,0,0.2410887239731394,1,1,0,0,0,1
603,0.3648648648648649,9,0.0,1,0,0,0.7425969680104451,1,1,0,0,1,0
603,0.35135135135135137,9,0.0,1,1,0,0.691649352513165,1,1,0,0,1,0
603,0.21621621621621623,9,0.0,2,1,0,0.8396040321850737,1,1,0,0,0,1
604,0.2702702702702703,1,0.3360528571580597,1,0,0,0.18100488596660977,1,1,0,0,1,0
604,0.2972972972972973,1,0.0,2,1,0,0.6160367815126344,1,1,0,0,0,1
604,0.33783783783783783,2,0.5782495992695681,1,1,1,0.1193615990327076,1,0,0,1,1,0
604,0.472972972972973,2,0.48382106057483343,1,1,1,0.24097331295138683,1,1,0,0,0,1
604,0.2702702702702703,2,0.0,2,1,1,0.24749983623436034,1,1,0,0,0,1
604,0.31081081081081086,3,0.0,1,0,0,0.05904693898267284,1,0,0,1,1,0
604,0.20270270270270271,3,0.5925094128855266,1,0,0,0.21215111043104615,1,1,0,0,1,0
604,0.20270270270270271,3,0.0,1,1,0,0.21081788310783675,1,1,0,0,1,0
604,0.21621621621621623,3,0.0,2,1,0,0.19289902185658725,1,0,0,1,0,1
604,0.10810810810810811,3,0.0,2,1,0,0.7762593327662791,1,0,0,1,0,1
604,0.3918918918918919,4,0.4739278804394247,1,0,1,0.2388506602380527,1,0,1,0,0,1
604,0.16216216216216217,5,0.0,2,1,0,0.37891103600393833,1,1,0,0,1,0
604,0.0945945945945946,5,0.6288642532113338,2,1,1,0.2921040459363869,1,0,1,0,0,1
604,0.17567567567567569,6,0.5374197149129354,1,1,0,0.9601797471658543,1,1,0,0,1,0
604,0.1891891891891892,7,0.5095669719924931,1,1,0,0.07894313906978116,1,1,0,0,0,1
604,0.2702702702702703,7,0.5870332452510898,1,1,1,0.28900494997272236,1,0,0,1,0,1
604,0.0945945945945946,7,0.6592853297528093,1,1,1,0.17635764215482574,1,0,1,0,1,0
604,0.13513513513513514,7,0.0,2,0,0,0.2929482765604115,1,1,0,0,1,0
604,0.21621621621621623,7,0.0,2,1,0,0.9651417210343587,1,1,0,0,0,1
604,0.21621621621621623,7,0.0,2,1,1,0.9404246605550829,1,1,0,0,1,0
604,0.472972972972973,8,0.5757467105468999,1,1,0,0.955028105184045,1,1,0,0,1,0
604,0.12162162162162163,9,0.40395995043246447,1,0,0,0.1512180413229463,1,0,0,1,1,0
604,0.06756756756756757,9,0.4965256212193565,1,1,1,0.03628181491332422,1,0,0,1,1,0
604,0.32432432432432434,10,0.6617485609396231,1,1,0,0.49145473392709,1,0,1,0,0,1
604,0.24324324324324326,10,0.4525594435573424,1,1,1,0.6743833536102698,1,0,1,0,1,0
604,0.7162162162162162,10,0.0,2,1,1,0.6499251678535299,1,0,0,1,0,1
604,0.31081081081081086,10,0.0,2,1,1,0.8311434241970108,1,0,0,1,0,1
605,0.4594594594594595,1,0.2524919579897958,1,1,0,0.5444312931884995,1,1,0,0,1,0
605,0.17567567567567569,1,0.47028094155678907,1,1,1,0.9180236212558298,1,0,1,0,0,1
605,0.5135135135135136,1,0.29545533806176044,2,1,1,0.31097069770163044,1,0,1,0,0,1
605,0.2702702702702703,2,0.24440054525723973,1,0,1,0.933306780797566,1,0,1,0,1,0
605,0.5270270270270271,2,0.0,3,1,0,0.33323767419788586,1,0,0,1,0,1
605,0.14864864864864866,3,0.4655508537350763,1,0,0,0.020407798944799226,1,0,0,1,0,1
605,0.44594594594594594,3,0.5428051684251562,1,1,1,0.3355270928373659,1,1,0,0,0,1
605,0.20270270270270271,4,0.0,2,0,1,0.4184853653523911,1,1,0,0,0,1
605,0.5945945945945946,4,0.44267347750634534,2,0,1,0.6283070533235924,1,1,0,0,0,1
605,0.31081081081081086,5,0.41114167110638433,1,0,0,0.716029380805867,1,0,0,1,1,0
605,0.31081081081081086,5,0.3651399259356658,1,1,1,0.14209487006009072,1,1,0,0,1,0
605,0.1891891891891892,5,0.0,2,1,1,0.2106386159878268,1,1,0,0,0,1
605,0.28378378378378377,6,0.44308790872022985,1,0,0,0.048153698678223764,1,1,0,0,1,0
605,0.24324324324324326,6,0.0,1,0,1,0.003396624377628063,1,1,0,0,0,1
605,0.40540540540540543,6,0.0,2,1,1,0.20027617637484377,1,0,0,1,0,1
605,0.22972972972972974,6,0.0,2,1,1,0.22599653266886985,1,1,0,0,1,0
605,0.28378378378378377,7,0.0,1,0,1,0.5967404887166724,1,1,0,0,1,0
605,0.3918918918918919,7,0.5685317891419581,1,1,0,0.9465838487575563,1,0,0,1,1,0
605,0.24324324324324326,7,0.5134724222093521,1,1,0,0.9529760592136548,1,1,0,0,1,0
605,0.4594594594594595,7,0.0,2,1,1,0.8697876647219809,1,1,0,0,1,0
605,0.013513513513513514,8,0.6621544229372174,1,1,1,0.5399686170029238,1,0,1,0,1,0
605,0.33783783783783783,8,0.4995605984884142,2,1,0,0.11980419130026916,1,0,1,0,0,1
605,0.44594594594594594,9,0.4175433141001592,1,1,1,0.827893863863999,1,1,0,0,0,1
605,0.24324324324324326,9,0.0,2,0,1,0.17756720766833228,1,0,0,1,0,1
605,0.12162162162162163,9,0.0,2,1,0,0.9904957423433938,1,1,0,0,1,0
605,0.1891891891891892,9,0.0,2,1,1,0.27858990533595956,1,1,0,0,1,0
605,0.40540540540540543,10,0.5991114559700316,1,0,1,0.667437640294648,1,0,0,1,0,1
605,0.13513513513513514,10,0.45313549417614146,1,1,0,0.16552910802981682,1,0,1,0,1,0
605,0.31081081081081086,10,0.0,2,0,1,0.4860539681539586,1,1,0,0,1,0
