Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins
0,1,40.0,8,0.0,2.0,1,0,0.31463729786194583,1
0,0,34.0,2,0.0,2.0,1,1,0.4201489742270387,0
0,0,31.0,4,0.0,2.0,1,0,0.02393498579114305,4
2,0,40.0,3,0.37022964184382595,1.0,1,1,0.5474778341331596,2
0,1,22.0,2,0.0,2.0,1,0,0.14057547495785847,0
0,1,42.0,6,0.5339626937773819,2.0,0,1,0.9392312965888241,3
1,0,38.91621420206537,6,0.4738152849230539,2.0,1,1,0.09560978073406008,1
0,1,23.0,6,0.0,2.0,1,1,0.8161474420807187,3
0,1,54.0,9,0.4680964689687355,1.0,1,1,0.9312252820144323,2
0,0,40.0,0,0.0,2.0,1,0,0.31378266624462636,2
2,0,45.0,2,0.6012119502384414,1.0,0,1,0.011543002356725066,1
2,0,38.0,5,0.5685895815308918,2.0,0,1,0.6766922741121776,1
1,0,46.0,10,0.0,2.0,1,1,0.6475487409047564,1
1,0,50.0,1,0.5591616101979892,3.0,0,0,0.3476313987985853,0
0,0,29.0,4,0.0,2.0,1,1,0.5045862379857277,0
0,1,40.0,1,0.37773547817761394,1.0,1,0,0.5713948182051386,3
1,0,34.0,6,0.5773473205794433,1.0,0,0,0.9828125585993462,0
0,0,40.0,3,0.0,2.0,1,0,0.8394677691719559,1
0,1,50.0,9,0.0,4.0,1,1,0.9735391229862451,3
0,0,58.0,3,0.4079220371904785,1.0,1,1,0.573360055885337,2
0,1,46.0,3,0.0,2.0,1,0,0.38255758424929576,0
1,0,45.0,4,0.0,2.0,1,0,0.18603181603843164,2
0,0,21.0,10,0.5010488521455067,1.0,0,0,0.8753880495587328,1
2,0,30.0,6,0.6146773377190715,2.0,0,1,0.31341478111159615,3
0,0,34.0,6,0.44128426804683935,1.0,1,1,0.046938832658518885,2
1,0,28.0,4,0.0,2.0,1,0,0.008951804897367698,0
0,1,40.0,6,0.0,2.0,1,1,0.5594609785234489,2
1,1,38.91621420206537,3,0.5130321239193173,1.0,0,0,0.5739641635776216,2
0,1,48.0,4,0.0,2.0,0,1,0.7341193083939517,3
2,0,51.0,10,0.666699814255262,1.0,0,0,0.4671854662120232,1
0,1,72.0,3,0.5619702405865267,1.0,0,1,0.2643493953672576,2
0,1,39.0,8,0.0,2.0,1,0,0.2810393892616745,2
0,0,75.0,3,0.0,2.0,1,1,0.006327054233679315,1
2,0,40.0,8,0.6009495727926826,1.0,1,0,0.5736599845285224,2
0,0,54.0,9,0.0,1.0,0,1,0.38308613472586633,0
0,0,24.0,10,0.0,3.0,1,0,0.7748742504909218,2
2,0,40.0,3,0.5977008035413901,2.0,1,0,0.5230463509265134,1
1,0,48.0,8,0.6194270350962019,1.0,1,0,0.9396383354610364,0
0,1,29.0,5,0.0,2.0,1,0,0.9715853864044016,1
0,1,31.0,0,0.4632741923224685,1.0,1,0,0.8605046781967677,2
2,0,33.0,7,0.7463505999587323,1.0,0,1,0.9521870838665092,2
0,0,35.0,6,0.2774726583211535,1.0,1,0,0.7167389985743639,0
1,0,46.0,3,0.0,2.0,0,1,0.524505590283872,2
0,0,34.0,6,0.3604058922887775,2.0,1,1,0.057936082895916556,2
0,1,64.0,0,0.3250885648431999,2.0,0,1,0.17943968649005976,1
0,0,27.0,9,0.0,2.0,1,0,0.663679831423901,3
2,1,33.0,5,0.6961936218805014,2.0,1,0,0.16646079700611405,0
1,0,38.91621420206537,4,0.0,2.0,1,1,0.7984010973047925,2
0,1,38.0,7,0.7905152645841187,2.0,1,1,0.07133981295213693,2
1,1,44.0,6,0.0,1.0,1,1,0.5723445089006,1
2,1,31.0,8,0.5942089874020166,2.0,1,1,0.985423007897254,3
0,0,39.0,2,0.5922190958089798,1.0,1,1,0.8839828703641197,4
2,0,32.0,8,0.626306043222569,3.0,1,0,0.9550057030446407,1
2,0,43.0,4,0.4618928745133134,1.0,1,1,0.5867440840600278,2
0,0,58.0,5,0.0,2.0,0,1,0.2492101995740593,2
0,1,36.0,9,0.0,2.0,0,1,0.7278236071544831,0
1,0,52.0,7,0.0,2.0,0,1,0.611994745498195,2
2,0,23.0,5,0.4891990210049029,1.0,1,0,0.5122952241939105,3
2,0,38.91621420206537,1,0.3787957094452174,1.0,0,1,0.5823534147511087,0
2,0,32.0,6,0.5593847286760932,2.0,1,1,0.8162920058865621,3
2,1,33.0,8,0.369310105150661,2.0,1,0,0.006713991186158277,0
2,0,69.0,3,0.31420386659778876,2.0,1,1,0.1859406073279998,2
0,0,38.91621420206537,4,0.0,2.0,1,0,0.22448483830205784,1
2,0,37.0,0,0.4538305971161439,2.0,1,1,0.5869794065333239,3
2,1,48.0,8,0.515149397908928,2.0,1,1,0.7897042667574753,0
0,0,36.0,4,0.0,1.0,1,0,0.9279351678085257,2
1,1,39.0,2,0.555778443749811,2.0,1,0,0.04611680415479678,1
0,1,32.0,4,0.0,2.0,0,1,0.48812911633060957,1
1,0,46.0,10,0.5237774428653483,1.0,1,0,0.27470588441196137,0
2,0,42.0,0,0.5261207847377396,1.0,0,1,0.14098046363427705,0
0,1,47.0,0,0.6406150800111712,1.0,0,1,0.7299435596099427,0
0,0,33.0,2,0.5868105651980053,1.0,1,1,0.28201988289881685,1
0,0,40.0,7,0.0,1.0,1,0,0.6349860911717069,1
1,1,57.0,4,0.40353858413190796,1.0,1,0,0.18566793128743794,4
0,0,42.0,9,0.5771346047313474,1.0,0,1,0.06236500585805944,0
1,0,42.0,5,0.7584983209716742,1.0,1,0,0.4967285375753384,2
0,0,27.0,5,0.6212844824765307,2.0,0,0,0.35385074274593226,0
2,1,40.0,8,0.6940138523972025,3.0,1,0,0.8624783666840182,1
0,0,29.0,4,0.0,2.0,1,0,0.5168554096916255,3
1,1,65.0,7,0.5369299543093374,2.0,0,1,0.9521320786135075,2
0,0,34.0,3,0.4715363516717087,2.0,1,1,0.6806085481163451,2
2,0,35.0,8,0.5017373787102166,2.0,1,0,0.27176315338114787,2
2,0,46.0,4,0.46041829174546534,1.0,0,0,0.3827031481506483,2
1,0,31.0,2,0.14574427409949595,1.0,1,0,0.5182164896747639,1
1,1,43.0,9,0.3109733119132155,1.0,0,1,0.15327128740794743,1
0,1,28.0,3,0.5623774577159993,1.0,1,1,0.07798589765322587,0
1,0,33.0,1,0.4707659591988126,2.0,0,1,0.7833179568648805,3
2,0,24.0,9,0.2785238022338074,2.0,0,1,0.32207795844503145,0
1,1,36.0,2,0.0,2.0,0,1,0.6277918041172932,1
0,1,52.0,3,0.0,1.0,1,0,0.8792444678466793,2
1,1,36.0,0,0.3578038397980631,1.0,1,0,0.8869452032669118,2
2,0,39.0,1,0.5735520346129379,1.0,1,1,0.5935575347445681,0
0,1,53.0,5,0.2576611882537647,1.0,1,0,0.6401006296101277,1
2,1,30.0,7,0.40347764305419787,2.0,0,0,0.7826640444162417,2
0,0,51.0,3,0.0,1.0,1,1,0.3454812434587503,4
2,1,26.0,7,0.5879958273098054,1.0,0,0,0.2554642968403482,2
1,1,23.0,3,0.0,2.0,1,0,0.06901489092208304,1
1,0,43.0,1,0.49505765468362084,1.0,1,1,0.8359193302960433,3
2,1,49.0,8,0.484410662512417,2.0,1,0,0.23257156058403575,0
0,1,41.0,0,0.0,1.0,1,1,0.39942414500584805,4
2,0,62.0,10,0.4576465289153856,1.0,0,1,0.04216862710388842,0
0,0,33.0,5,0.0,2.0,1,0,0.6147493585637428,1
0,0,32.0,10,0.4485349808761,2.0,1,1,0.17171119841944904,1
0,1,47.0,9,0.0,2.0,1,0,0.5658119850445718,3
2,1,41.0,0,0.5355915224384531,1.0,1,1,0.5287272934565251,0
2,0,43.0,6,0.3868809443706806,1.0,0,1,0.30457133656264174,3
0,0,66.0,7,0.0,2.0,1,1,0.49895385009268384,1
0,1,34.0,9,0.0,2.0,0,0,0.03261611483896712,0
2,0,40.0,9,0.425495506960615,2.0,1,0,0.7558539840554772,1
2,0,33.0,7,0.6176603018380891,2.0,1,1,0.4975183630036668,4
0,1,25.0,3,0.0,2.0,0,1,0.6225430028567728,0
0,1,38.0,7,0.0,2.0,0,0,0.4080680705007328,2
1,1,38.91621420206537,8,0.0,2.0,1,1,0.8097915850963766,1
2,1,41.0,2,0.374356377125071,1.0,1,0,0.6199120015961523,1
0,1,54.0,8,0.0,1.0,1,1,0.14364436803714753,1
0,0,36.0,6,0.4484637965956617,2.0,0,1,0.5521013756813775,1
0,0,37.0,7,0.46192228884643965,1.0,1,0,0.24239649886564163,1
0,1,41.0,0,0.0,2.0,0,1,0.6528395461766598,1
1,1,42.0,6,0.0,2.0,1,1,0.643732026408522,2
2,1,41.0,2,0.44986866978540974,2.0,0,1,0.32757708361148485,2
1,0,31.0,3,0.0,1.0,1,1,0.650436566692119,1
0,0,38.91621420206537,4,0.0,2.0,0,1,0.6165928346157057,4
1,0,41.0,6,0.44687259277262736,1.0,1,0,0.08763456910134916,1
0,1,64.0,2,0.5451243969214753,1.0,0,1,0.21835325273563622,0
0,1,33.0,1,0.4497178515787028,1.0,0,1,0.8759185502215461,0
0,0,23.0,5,0.41778895168153735,1.0,0,1,0.8009009360393917,0
0,1,31.0,4,0.0,1.0,1,0,0.8468324224963484,0
0,0,61.0,2,0.46799618920973063,1.0,1,1,0.47075620721778927,0
0,0,32.0,2,0.6204244520155574,1.0,1,0,0.48828203093395417,2
2,1,41.0,7,0.5568249244145302,1.0,1,0,0.31665829086677777,3
1,1,36.0,1,0.0,3.0,1,1,0.37021795581478034,1
0,0,34.0,0,0.0,2.0,1,0,0.9278088557457237,1
1,1,31.0,9,0.43297451965457373,1.0,1,1,0.8974576072014876,1
0,1,39.0,5,0.3094977725816885,1.0,1,1,0.1269921777529754,2
2,0,51.0,7,0.5869399404355768,1.0,1,1,0.26812220567064154,1
0,1,41.0,6,0.6107614450153847,1.0,1,0,0.05826311412739916,0
1,0,35.0,8,0.0,1.0,1,0,0.6614850218195838,0
1,0,38.91621420206537,5,0.0,1.0,0,1,0.7850370210355088,2
1,0,41.0,8,0.0,1.0,1,0,0.9585074874650528,2
0,0,39.0,8,0.0,1.0,1,0,0.4713043095615631,3
0,1,21.0,4,0.8387193381982303,2.0,0,1,0.986525163153081,1
1,0,69.0,1,0.4197071807122964,1.0,0,1,0.6713079099053959,0
0,1,37.0,8,0.2755856371804186,2.0,0,1,0.528893509330141,3
0,0,24.0,1,0.0,2.0,1,0,0.9209412998941399,3
0,1,40.0,6,0.38796624557803533,1.0,0,1,0.4440607578023701,4
2,1,39.0,5,0.4681977052914194,2.0,0,0,0.31850201694261804,0
1,0,56.0,7,0.0,2.0,1,1,0.21217341256089953,1
0,1,41.0,5,0.3651399259356658,1.0,1,1,0.14209487006009072,1
2,0,28.0,6,0.49790474690341413,2.0,1,1,0.2514618146032946,2
0,0,38.91621420206537,9,0.46020788759292675,1.0,1,0,0.5158638649991074,4
2,1,45.0,4,0.5222763553122306,1.0,1,0,0.3700026352516665,2
0,1,28.0,7,0.0,1.0,0,0,0.6476367993143345,1
1,0,35.0,6,0.0,2.0,1,1,0.20771013631801835,1
0,1,29.0,9,0.0,2.0,0,0,0.8605112788271279,3
1,1,36.0,2,0.0,2.0,1,1,0.2278180566244076,3
2,0,42.0,6,0.257068278200125,3.0,0,1,0.912213266366938,4
1,0,69.0,9,0.5478456611606729,1.0,0,1,0.5546562696737538,2
2,1,24.0,6,0.5708347560557357,2.0,1,0,0.9302095350105934,4
1,1,27.0,10,0.0,3.0,0,0,0.47308727983522425,1
2,1,35.0,5,0.5607499044731667,2.0,1,0,0.8390735315222604,2
0,1,67.0,8,0.4109300313924271,2.0,1,1,0.7700257374579271,0
0,1,36.0,7,0.0,2.0,1,0,0.4714025689453342,1
2,0,44.0,5,0.5596163765136674,2.0,0,1,0.2857903429777544,1
1,0,24.0,0,0.388119893618959,1.0,1,1,0.35700204369517285,1
2,1,49.0,6,0.23727633797451392,1.0,1,0,0.5212596802994686,0
2,1,28.0,7,0.6682327872643431,2.0,1,1,0.5556864180529241,3
0,1,41.0,7,0.7170401337052825,1.0,1,1,0.6859123546298672,2
1,0,35.0,5,0.4784681302276953,2.0,1,0,0.4235357976686773,4
1,0,35.0,1,0.5161073964333488,2.0,0,1,0.04290034698313688,0
0,1,30.0,2,0.0,2.0,0,1,0.6524372577581159,2
2,0,29.0,8,0.4835685277636032,1.0,1,0,0.6672934265222328,2
1,0,46.0,7,0.3258009656430625,2.0,1,0,0.4163929155234325,1
1,0,38.0,4,0.0,1.0,1,0,0.5945665311037204,0
2,1,44.0,2,0.46643878397001753,2.0,0,1,0.723412085854199,1
2,1,40.0,5,0.7244707203629969,2.0,1,1,0.645543599413744,1
0,1,19.0,8,0.0,1.0,1,1,0.3428242897196682,4
0,0,39.0,1,0.37638967279503804,2.0,0,1,0.9471868563447808,2
0,1,40.0,4,0.0,1.0,0,1,0.5267551551173137,2
1,0,33.0,6,0.0,2.0,1,1,0.47749260054335185,0
2,0,31.0,7,0.480670777525648,2.0,1,1,0.2307813396179335,1
0,1,36.0,3,0.0,2.0,1,1,0.04366081960827258,1
0,1,55.0,6,0.0,1.0,1,0,0.004664595468867276,4
0,1,26.0,4,0.4743343004324984,1.0,1,0,0.7096420208129876,2
0,0,29.0,1,0.0,2.0,1,1,0.6648825462831701,3
0,1,31.0,5,0.0,2.0,0,1,0.00039248748255458387,1
0,1,40.0,4,0.0,2.0,0,1,0.13267117009674423,2
0,0,38.91621420206537,9,0.0,1.0,1,1,0.8748838514078094,2
2,1,34.0,6,0.43348384995676936,2.0,1,0,0.8316454721425895,3
1,0,33.0,9,0.6734398416504487,1.0,0,1,0.5949114640448162,3
0,1,38.0,9,0.2629060667620069,1.0,1,1,0.5047427029281296,2
2,1,63.0,3,0.4819347967136777,3.0,0,0,0.7236484584277799,2
0,1,27.0,10,0.0,2.0,0,0,0.06498775633072958,3
0,0,34.0,2,0.5044236088046745,1.0,1,0,0.36664926500480793,2
1,0,42.0,8,0.3801815310750274,1.0,1,1,0.378639510073212,2
0,1,32.0,1,0.0,2.0,1,1,0.04376562961762848,1
0,1,42.0,7,0.471405382161339,1.0,1,1,0.1293830560818558,4
1,1,34.0,8,0.39212223576512684,1.0,1,0,0.19767097757835872,1
0,1,34.0,2,0.0,2.0,1,1,0.7426542234783421,0
0,1,31.0,10,0.4515465621918445,1.0,1,1,0.613199310534156,2
2,1,44.0,9,0.44388456683747574,2.0,1,1,0.4597247037092042,1
0,1,41.0,2,0.0,2.0,1,0,0.7948868616952918,1
0,0,32.0,2,0.0,2.0,0,0,0.5484009222880785,2
0,0,20.0,4,0.0,2.0,1,1,0.7019357848674548,2
1,1,35.0,1,0.0,2.0,0,0,0.9341624125103947,1
1,1,70.0,1,0.0,2.0,0,0,0.4975055617811501,0
0,0,31.0,1,0.6084692394429946,1.0,0,1,0.08559347417678387,2
1,1,31.0,1,0.0,2.0,1,1,0.29231876644219523,2
2,0,38.0,9,0.42726411348926574,1.0,0,0,0.7320045564351395,3
1,0,38.91621420206537,5,0.0,2.0,1,1,0.3372035529393057,3
2,1,42.0,3,0.47110749228900073,2.0,1,0,0.04721100865132619,2
0,1,32.0,7,0.5093110513515667,4.0,0,0,0.9223536847768962,2
2,1,38.0,4,0.46884884615901223,1.0,0,1,0.44196730787790234,2
2,1,38.0,2,0.5915969707063135,1.0,1,1,0.2802474636327769,1
0,1,38.0,9,0.4885285097228122,1.0,1,1,0.17800349933418638,2
1,0,24.0,9,0.0,2.0,1,1,0.07198102418780992,0
2,0,40.0,8,0.6005614072231479,2.0,0,1,0.9811677015154947,2
0,0,63.0,2,0.5040824742826859,1.0,0,1,0.7377408042468055,1
2,1,35.0,8,0.2851908119348378,1.0,1,0,0.8869490536346221,1
1,0,41.0,3,0.3983526937171981,2.0,1,0,0.3558726358367224,4
2,1,34.0,3,0.5327192407084487,1.0,1,0,0.3510247728658087,0
0,0,38.0,2,0.0,2.0,0,1,0.047704105742098366,1
1,0,38.0,2,0.44960055295757734,1.0,1,0,0.8981871268706161,4
0,1,36.0,6,0.7511224577277572,1.0,0,0,0.23512155410841734,1
1,1,37.0,5,0.3782455657593886,1.0,1,1,0.24113387828537622,1
2,1,38.0,7,0.5291696720369614,2.0,1,1,0.29554917494620736,2
1,0,35.0,9,0.0,2.0,1,1,0.5291795366457497,0
2,0,39.0,6,0.297316531983165,3.0,1,1,0.42871564234384385,0
0,1,22.0,8,0.4917313639175174,1.0,1,1,0.6245346930631874,0
0,1,38.91621420206537,4,0.45320903000895707,1.0,1,1,0.769455232974749,3
0,1,32.0,1,0.5009435902840074,1.0,1,1,0.2812025548439876,2
2,1,38.91621420206537,8,0.34260077468106676,2.0,1,0,0.043733226523132954,2
2,1,36.0,2,0.4926365122986788,2.0,1,0,0.5177807980662154,2
0,0,24.0,1,0.41139998315650794,1.0,1,0,0.30207129780894076,1
2,1,19.0,0,0.3024662324053563,1.0,0,0,0.22803262711588954,2
0,1,38.0,4,0.44731460490592023,1.0,1,0,0.0835356276524408,0
0,0,72.0,5,0.4831280301894686,2.0,1,1,0.526024735362227,3
2,0,39.0,5,0.49656388376651256,1.0,1,0,0.4656496195386659,1
2,1,36.0,4,0.5284174144171445,2.0,1,0,0.4215870615643794,1
0,0,73.0,8,0.548956869300998,2.0,1,1,0.6660579085302646,2
0,0,34.0,8,0.4000012116473266,1.0,0,0,0.2301554798483255,2
0,1,42.0,4,0.3917852862092334,1.0,1,1,0.003322717319504012,1
0,0,53.0,1,0.45252528626264155,1.0,0,1,0.14179169110650064,2
2,0,33.0,2,0.3324658230758154,1.0,0,1,0.3745660710597862,4
0,1,26.0,9,0.6493626555706343,1.0,1,0,0.491830269790765,1
1,1,26.0,6,0.0,2.0,1,1,0.9290743265981901,2
2,0,58.0,8,0.4731925619680884,1.0,0,0,0.030992609794235345,1
2,1,38.91621420206537,7,0.4596090787299338,1.0,1,0,0.07603201105705594,2
0,0,36.0,3,0.5633161655395624,1.0,0,1,0.6293547033741722,3
0,0,41.0,10,0.0,1.0,1,1,0.721374541268691,2
2,1,36.0,5,0.2917319537984526,1.0,1,1,0.4460980023592253,3
0,1,34.0,6,0.4565330489363232,1.0,1,1,0.488765227079186,1
0,0,40.0,5,0.572208899637299,1.0,1,1,0.9480711907987212,1
0,0,43.0,2,0.0,2.0,1,0,0.4469974882601288,1
1,1,31.0,5,0.0,2.0,1,1,0.38161189393587086,4
0,0,28.0,6,0.0,2.0,1,0,0.7719617223444838,3
1,0,38.0,2,0.19285519471272183,1.0,1,0,0.9240145433888936,4
2,0,40.0,9,0.4290544419847916,2.0,1,1,0.6732012407184885,4
0,0,38.91621420206537,9,0.0,2.0,0,0,0.5152023018198237,2
0,0,39.0,5,0.0,2.0,1,0,0.16303371972023326,1
1,0,39.0,4,0.4881906833168798,2.0,1,1,0.7035555395540274,3
1,0,47.0,9,0.4639078360461015,1.0,1,0,0.3152288043508155,2
2,1,38.0,6,0.5609929513612479,2.0,0,1,0.857174760189598,1
0,0,49.0,0,0.0,1.0,0,0,0.8935773366356486,4
0,0,35.0,8,0.0,1.0,0,0,0.8222905287454952,1
0,0,33.0,0,0.2586720369214449,2.0,1,0,0.5121216076135271,1
0,1,30.0,5,0.39065558450444965,1.0,1,1,0.06373388658616896,1
2,0,21.0,1,0.45553347974869,1.0,1,0,0.1575591468985288,3
0,1,20.0,1,0.32112532223740725,1.0,0,0,0.3430847645950188,2
2,0,49.0,5,0.6839480922313916,1.0,1,0,0.6311215721101364,0
1,1,70.0,3,0.0,2.0,1,1,0.7059128146738013,2
1,0,45.0,10,0.49897426481006696,1.0,1,1,0.641307644880086,0
0,0,32.0,3,0.0,1.0,0,0,0.47868966486299436,2
0,1,47.0,2,0.0,2.0,1,0,0.7568930332846787,2
0,1,44.0,9,0.4809985998697719,1.0,1,0,0.37415953223532844,2
0,0,31.0,5,0.0,2.0,1,0,0.46322603808663726,3
2,0,38.0,3,0.6312253313686048,1.0,1,1,0.14109732479451786,3
2,0,54.0,8,0.5785273215910094,1.0,0,1,0.6265577862685886,2
1,0,32.0,4,0.0,1.0,1,0,0.4736833367586604,0
0,1,26.0,8,0.45027273822610614,1.0,1,0,0.7250694441319145,0
0,1,37.0,10,0.5999479709072317,1.0,1,1,0.47362978164414704,2
1,0,21.0,8,0.0,2.0,1,1,0.77385270293313,2
0,0,55.0,10,0.0,4.0,1,1,0.24706004423422437,3
2,1,55.0,4,0.4438565474930479,3.0,1,0,0.08456157563047269,0
1,0,35.0,4,0.4610669216334011,1.0,1,1,0.45138870762157784,0
1,1,38.0,7,0.5124730921626387,1.0,1,1,0.9694272303004937,1
2,0,48.0,6,0.433389190009378,1.0,1,0,0.9228535825171303,3
0,1,44.0,10,0.5722304223200743,1.0,0,0,0.637223654859039,1
2,0,64.0,2,0.4214313468866982,1.0,1,1,0.4496636928826703,1
1,1,53.0,3,0.0,2.0,1,1,0.1945290775269038,3
0,0,26.0,4,0.0,2.0,1,0,0.9274747238361263,0
2,1,42.0,2,0.7080169083790157,1.0,0,1,0.23579736864870593,2
1,0,38.91621420206537,1,0.4457079366367437,2.0,1,0,0.06332154720775833,2
0,1,42.0,8,0.41622508963699173,1.0,1,1,0.7378011100060055,0
2,0,38.0,5,0.5486598562786987,2.0,1,0,0.3649049984273498,3
1,0,40.0,7,0.0,2.0,1,1,0.8188067460442472,2
1,1,43.0,3,0.6863194135913909,1.0,1,1,0.5238419269040193,1
0,1,41.0,5,0.0,1.0,0,1,0.4413822520050665,1
0,1,38.0,5,0.0,1.0,1,0,0.5784983465920995,0
1,1,31.0,6,0.0,2.0,1,1,0.3383103586392501,2
1,1,32.0,8,0.0,1.0,1,0,0.6682728200543152,1
1,1,39.0,7,0.0,2.0,1,1,0.8876238180746261,4
1,0,33.0,4,0.28910323709518876,1.0,1,1,0.5196491764963554,2
1,0,29.0,4,0.0,2.0,1,1,0.37170814812814623,1
0,1,41.0,1,0.525165177622516,1.0,1,1,0.23834131159525732,1
2,1,46.0,9,0.6434884777321342,1.0,1,1,0.484793397769487,1
1,1,39.0,6,0.8211100371469549,2.0,0,1,0.21383672140689433,4
0,1,25.0,0,0.388780520409701,1.0,0,1,0.2994064433153366,2
1,0,39.0,4,0.5568950325608298,1.0,1,1,0.6030602422531351,2
1,0,32.0,1,0.4155243668853757,1.0,1,1,0.08512207915855963,1
0,0,41.0,1,0.0,2.0,0,1,0.13750283152041018,2
0,1,30.0,6,0.0,2.0,1,1,0.09231021562559223,0
1,1,67.0,5,0.0,2.0,0,1,0.27432339788449794,3
2,1,61.0,3,0.5651060157532487,1.0,1,1,0.4602548043338139,4
1,0,38.91621420206537,6,0.5424263692083109,1.0,0,1,0.9670766058158553,0
0,1,30.0,8,0.0,2.0,1,1,0.2376470952976009,1
0,1,32.0,4,0.5095528228214093,1.0,1,0,0.33231983654438996,0
2,1,73.0,9,0.4971351515669171,1.0,1,1,0.25996442660274055,2
0,1,41.0,3,0.23443909038924932,2.0,1,1,0.692688701771019,0
0,0,22.0,7,0.5543958106655974,1.0,1,0,0.6494588233176268,0
1,0,35.0,0,0.0,2.0,1,0,0.5994969519589121,0
0,0,40.0,7,0.0,1.0,1,0,0.8516867860880715,0
1,0,36.0,0,0.0,1.0,0,0,0.7449805956468842,3
2,0,34.0,8,0.44601945754150624,1.0,0,1,0.9861453268787168,0
2,1,37.0,9,0.5563732270739886,3.0,1,0,0.5207550821103415,0
0,1,43.0,1,0.4582507583058923,1.0,1,0,0.6296049272705543,3
1,0,32.0,7,0.0,1.0,0,0,0.3812998641370251,2
2,0,58.0,3,0.4243089694305764,4.0,1,0,0.6444129914406825,0
1,1,59.0,4,0.6208339409837675,1.0,1,1,0.5513706058928627,1
2,1,36.0,2,0.43822194899929295,2.0,0,1,0.35838902615199747,3
0,0,56.0,9,0.49336860236759883,1.0,1,0,0.4975097621822884,1
0,1,38.0,5,0.0,2.0,1,0,0.236906774596974,0
0,1,39.0,5,0.0,2.0,0,0,0.9073360505928315,1
1,0,43.0,3,0.4817381431640233,1.0,1,0,0.09376065414247059,1
0,0,29.0,9,0.4644771508623282,1.0,1,0,0.25990687110619065,2
0,0,38.91621420206537,5,0.4738609608387215,1.0,0,1,0.725801264020714,1
0,0,36.0,10,0.0,2.0,1,1,0.5037403572041129,4
1,0,29.0,3,0.4769672818154973,1.0,1,0,0.940144083759999,2
0,0,49.0,7,0.0,1.0,1,0,0.3169983733446544,2
2,0,40.0,8,0.6119519283705986,2.0,0,0,0.1154587763131379,0
0,1,46.0,6,0.0,2.0,1,0,0.9766640714188204,3
1,0,32.0,10,0.0,1.0,1,1,0.11239008325295065,1
2,0,38.91621420206537,6,0.29665470948782435,2.0,1,1,0.48024346325074047,1
0,1,34.0,9,0.6012671917908982,1.0,0,1,0.041129927908115226,2
2,1,50.0,2,0.3861663115889005,1.0,1,0,0.38601021397543467,3
0,1,29.0,3,0.4567216115515268,1.0,0,0,0.37790558998384344,0
0,1,37.0,8,0.0,2.0,1,1,0.0013821819983808453,0
0,1,30.0,8,0.0,2.0,1,0,0.16575477958145002,2
1,0,38.0,8,0.0,2.0,0,1,0.6312093804958373,4
2,0,72.0,6,0.49812332170404333,2.0,1,1,0.03566780627549931,1
0,0,30.0,6,0.5101364063791798,1.0,1,1,0.252252190084153,2
0,1,28.0,2,0.6519364495760012,2.0,1,1,0.7728123035749913,4
0,1,36.0,6,0.613317343308592,1.0,0,0,0.6771653692927674,1
2,0,54.0,6,0.5327139397513948,3.0,1,0,0.7253680226461626,2
2,0,38.91621420206537,9,0.4958252173223001,1.0,1,0,0.9941082373366655,0
1,1,28.0,1,0.5783975079284183,1.0,0,1,0.3886911200019602,2
2,1,28.0,5,0.6395192167465285,2.0,0,1,0.5747830917852654,2
2,1,26.0,1,0.4501041837345195,2.0,1,0,0.11043129618878601,0
1,0,34.0,9,0.0,2.0,0,0,0.1302399379140708,1
1,1,42.0,5,0.16529950467139867,1.0,1,0,0.5648940473815249,1
0,1,34.0,3,0.5368410736008393,2.0,1,1,0.4188471999075912,1
2,0,50.0,7,0.4346875657762082,1.0,1,1,0.7006895158487635,1
0,0,40.0,5,0.0,2.0,0,1,0.8855252176582863,0
0,1,32.0,7,0.42994237221973275,1.0,1,0,0.6265151321951246,0
2,1,38.91621420206537,4,0.4414767764872184,1.0,1,0,0.13077328884908507,3
1,1,40.0,1,0.4485663880502239,1.0,1,1,0.09916267003498834,1
2,1,26.0,8,0.5824412214536987,1.0,1,1,0.8765096066674367,2
1,0,23.0,6,0.0,2.0,0,1,0.9833785626527333,1
2,0,32.0,4,0.35999871501612474,2.0,0,1,0.5937006484119233,0
0,1,38.0,0,0.581809092289224,2.0,1,1,0.6884789997444756,3
2,1,48.0,1,0.4021573061795728,1.0,0,0,0.16651160185797742,0
0,0,39.0,6,0.0,1.0,1,0,0.12083583982270305,1
0,0,34.0,3,0.0,2.0,1,1,0.6211322181268311,3
0,1,31.0,1,0.0,2.0,1,1,0.27350196943808136,1
2,0,36.0,3,0.3638389993323584,1.0,1,0,0.3154019208834444,1
0,1,39.0,8,0.0,2.0,0,0,0.48431015161947966,1
2,0,21.0,2,0.3471402273329383,2.0,1,0,0.8409529610077762,1
1,1,41.0,9,0.0,1.0,1,0,0.1621122817229045,3
1,1,41.0,5,0.4170285632704498,1.0,1,1,0.4777438245352431,1
0,1,67.0,2,0.0,2.0,0,1,0.5432232278182566,1
0,1,26.0,6,0.6239650130457352,1.0,0,1,0.021998050813852723,2
0,0,38.91621420206537,8,0.0,1.0,0,1,0.3822594557780268,1
2,1,36.0,6,0.559664722836272,1.0,1,1,0.5651647232310685,2
2,1,27.0,2,0.5501522550450664,1.0,1,0,0.8316100687615666,1
1,1,51.0,4,0.0,2.0,0,0,0.6179402632951446,3
